SpeciesName	Compartment	IC	HGNC
pEE1Ev3int_G2_SOS	Cytoplasm	2.44E-30	"EGF, EGFR, GRB2, SOS1"
pEE1E1int_G2_SOS	Cytoplasm	2.29E-18	"EGF, EGFR, GRB2, SOS1"
pEE1EE1int_G2_SOS	Cytoplasm	5.36E-36	"EGF, EGFR, GRB2, SOS1"
pEE1E3int_G2_SOS	Cytoplasm	2.40E-19	"EGF, EGFR, ERBB3, GRB2, SOS1"
pEE1HE3int_G2_SOS	Cytoplasm	1.25E-34	"EGF, EGFR, NRG1, ERBB3, GRB2, SOS1"
pEE1E4int_G2_SOS	Cytoplasm	3.96E-47	"EGF, EGFR, ERBB4, GRB2, SOS1"
pEE1HE4int_G2_SOS	Cytoplasm	4.27E-62	"EGF, EGFR, NRG1, ERBB4, GRB2, SOS1"
pE2HE3int_G2_SOS	Cytoplasm	1.57E-19	"ERBB2, NRG1, ERBB3, GRB2, SOS1"
pHE3Ev3int_G2_SOS	Cytoplasm	2.39E-30	"NRG1, ERBB3, GRB2, SOS1"
pE1HE3int_G2_SOS	Cytoplasm	1.93E-17	"EGFR, NRG1, ERBB3, GRB2, SOS1"
pHE3E4int_G2_SOS	Cytoplasm	4.21E-47	"NRG1, ERBB3, ERBB4, GRB2, SOS1"
pHE3HE4int_G2_SOS	Cytoplasm	2.64E-62	"NRG1, ERBB3, ERBB4, GRB2, SOS1"
pE2HE4int_G2_SOS	Cytoplasm	9.41E-47	"ERBB2, NRG1, ERBB4, GRB2, SOS1"
pHE4Ev3int_G2_SOS	Cytoplasm	1.38E-57	"NRG1, ERBB4, GRB2, SOS1"
pE1HE4int_G2_SOS	Cytoplasm	1.11E-44	"EGFR, NRG1, ERBB4, GRB2, SOS1"
pE3HE4int_G2_SOS	Cytoplasm	3.90E-47	"ERBB3, NRG1, ERBB4, GRB2, SOS1"
pHE4E4int_G2_SOS	Cytoplasm	2.19E-74	"NRG1, ERBB4, GRB2, SOS1"
pHE4HE4int_G2_SOS	Cytoplasm	7.49E-90	"NRG1, ERBB4, GRB2, SOS1"
pHGF_Met_Metint_G2_SOS	Cytoplasm	4.37E-17	"HGF, MET, GRB2, SOS1"
pHGF_Met_HGF_Metint_G2_SOS	Cytoplasm	6.95E-31	"HGF, MET, GRB2, SOS1"
pPPrPPrint_G2_SOS	Cytoplasm	8.99E-46	"PDGFB, PDGFRA, PDGFRB, GRB2, SOS1"
pPPrPrint_G2_SOS	Cytoplasm	1.34E-42	"PDGFB, PDGFRA, PDGFRB, GRB2, SOS1"
pFFrFFrint_G2_SOS	Cytoplasm	7.27E-35	"FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1"
pFFrFrint_G2_SOS	Cytoplasm	1.65E-19	"FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1"
pIIrIr_int_IRS_G2_SOS	Cytoplasm	3.24E-22	"IGF1, IGF2, IGF1R, GRB2, SOS1"
pINS_Isr_Isr_int_IRS_G2_SOS	Cytoplasm	8.65E-20	"INS, INSR, GRB2, SOS1"
pIIrIrI_int_IRS_G2_SOS	Cytoplasm	3.83E-41	"IGF1, IGF2, IGF1R, GRB2, SOS1"
pINS_Isr_Isr_INS_int_IRS_G2_SOS	Cytoplasm	3.98E-37	"INS, INSR, GRB2, SOS1"
pEE1E2_PLCg	Cytoplasm	2.96E-18	"EGF, EGFR, ERBB2, PLCG1, PLCG2"
pEE1Ev3_PLCg	Cytoplasm	1.09E-29	"EGF, EGFR, PLCG1, PLCG2"
pEE1E1_PLCg	Cytoplasm	7.37E-18	"EGF, EGFR, PLCG1, PLCG2"
pEE1EE1_PLCg	Cytoplasm	1.73E-35	"EGF, EGFR, PLCG1, PLCG2"
pEE1E3_PLCg	Cytoplasm	1.01E-18	"EGF, EGFR, ERBB3, PLCG1, PLCG2"
pEE1HE3_PLCg	Cytoplasm	5.23E-34	"EGF, EGFR, NRG1, ERBB3, PLCG1, PLCG2"
pEE1E4_PLCg	Cytoplasm	1.21E-46	"EGF, EGFR, ERBB4, PLCG1, PLCG2"
pEE1HE4_PLCg	Cytoplasm	1.30E-61	"EGF, EGFR, NRG1, ERBB4, PLCG1, PLCG2"
pE2HE3_PLCg	Cytoplasm	7.00E-18	"ERBB2, NRG1, ERBB3, PLCG1, PLCG2"
pHE3Ev3_PLCg	Cytoplasm	9.31E-29	"NRG1, ERBB3, PLCG1, PLCG2"
pE1HE3_PLCg	Cytoplasm	8.12E-17	"EGFR, NRG1, ERBB3, PLCG1, PLCG2"
pHE3E4_PLCg	Cytoplasm	9.69E-46	"NRG1, ERBB3, ERBB4, PLCG1, PLCG2"
pHE3HE4_PLCg	Cytoplasm	6.07E-61	"NRG1, ERBB3, ERBB4, PLCG1, PLCG2"
pE2HE4_PLCg	Cytoplasm	2.93E-45	"ERBB2, NRG1, ERBB4, PLCG1, PLCG2"
pHE4Ev3_PLCg	Cytoplasm	3.91E-56	"NRG1, ERBB4, PLCG1, PLCG2"
pE1HE4_PLCg	Cytoplasm	3.39E-44	"EGFR, NRG1, ERBB4, PLCG1, PLCG2"
pE3HE4_PLCg	Cytoplasm	8.99E-46	"ERBB3, NRG1, ERBB4, PLCG1, PLCG2"
pHE4E4_PLCg	Cytoplasm	3.78E-73	"NRG1, ERBB4, PLCG1, PLCG2"
pHE4HE4_PLCg	Cytoplasm	1.29E-88	"NRG1, ERBB4, PLCG1, PLCG2"
pHGF_Met_Met_PLCg	Cytoplasm	9.07E-15	"HGF, MET, PLCG1, PLCG2"
pHGF_Met_HGF_Met_PLCg	Cytoplasm	1.44E-28	"HGF, MET, PLCG1, PLCG2"
pPPrPPr_PLCg	Cytoplasm	4.66E-43	"PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2"
pPPrPr_PLCg	Cytoplasm	6.95E-40	"PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2"
pFFrFFr_PLCg	Cytoplasm	1.89E-33	"FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2"
pFFrFr_PLCg	Cytoplasm	1.28E-17	"FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2"
pIIrIr_IRS_PLCg	Cytoplasm	2.44E-21	"IGF1, IGF2, IGF1R, PLCG1, PLCG2"
pINS_Isr_Isr_IRS_PLCg	Cytoplasm	7.53E-19	"INS, INSR, PLCG1, PLCG2"
pIIrIrI_IRS_PLCg	Cytoplasm	2.88E-40	"IGF1, IGF2, IGF1R, PLCG1, PLCG2"
pINS_Isr_Isr_INS_IRS_PLCg	Cytoplasm	3.47E-36	"INS, INSR, PLCG1, PLCG2"
pEE1E2_PI3K1	Cytoplasm	1.96E-17	"EGF, EGFR, ERBB2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1Ev3_PI3K1	Cytoplasm	3.60E-29	"EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E1_PI3K1	Cytoplasm	2.43E-17	"EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R5"
pEE1EE1_PI3K1	Cytoplasm	5.70E-35	"EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R6"
pEE1E3_PI3K1	Cytoplasm	2.22E-17	"EGF, EGFR, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1HE3_PI3K1	Cytoplasm	1.15E-32	"EGF, EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E4_PI3K1	Cytoplasm	1.06E-45	"EGF, EGFR, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1HE4_PI3K1	Cytoplasm	1.15E-60	"EGF, EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE2HE3_PI3K1	Cytoplasm	1.85E-16	"ERBB2, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE3Ev3_PI3K1	Cytoplasm	2.05E-27	"NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE1HE3_PI3K1	Cytoplasm	1.79E-15	"EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE3E4_PI3K1	Cytoplasm	3.84E-44	"NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE3HE4_PI3K1	Cytoplasm	2.41E-59	"NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE2HE4_PI3K1	Cytoplasm	3.87E-44	"ERBB2, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE4Ev3_PI3K1	Cytoplasm	3.45E-55	"NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE1HE4_PI3K1	Cytoplasm	2.99E-43	"EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pE3HE4_PI3K1	Cytoplasm	3.56E-44	"ERBB3, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE4E4_PI3K1	Cytoplasm	7.50E-72	"NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHE4HE4_PI3K1	Cytoplasm	2.57E-87	"NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHGF_Met_Met_PI3K1	Cytoplasm	8.99E-14	"HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pHGF_Met_HGF_Met_PI3K1	Cytoplasm	1.43E-27	"HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pPPrPPr_PI3K1	Cytoplasm	3.67E-42	"PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pPPrPr_PI3K1	Cytoplasm	5.47E-39	"PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pFFrFFr_PI3K1	Cytoplasm	8.73E-32	"FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pFFrFr_PI3K1	Cytoplasm	2.26E-16	"FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pIIrIr_IRS_PI3K1	Cytoplasm	1.12E-19	"IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pINS_Isr_Isr_IRS_PI3K1	Cytoplasm	2.05E-17	"INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pIIrIrI_IRS_PI3K1	Cytoplasm	1.32E-38	"IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pINS_Isr_Isr_INS_IRS_PI3K1	Cytoplasm	9.43E-35	"INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4"
pEE1E2_PI3K2	Cytoplasm	1.68E-17	"EGF, EGFR, ERBB2, PIK3C2A"
pEE1Ev3_PI3K2	Cytoplasm	3.09E-29	"EGF, EGFR, PIK3C2A"
pEE1E1_PI3K2	Cytoplasm	2.09E-17	"EGF, EGFR, PIK3C2A"
pEE1EE1_PI3K2	Cytoplasm	4.89E-35	"EGF, EGFR, PIK3C2A"
pEE1E3_PI3K2	Cytoplasm	1.91E-17	"EGF, EGFR, ERBB3, PIK3C2A"
pEE1HE3_PI3K2	Cytoplasm	9.89E-33	"EGF, EGFR, NRG1, ERBB3, PIK3C2A"
pEE1E4_PI3K2	Cytoplasm	9.13E-46	"EGF, EGFR, ERBB4, PIK3C2A"
pEE1HE4_PI3K2	Cytoplasm	9.85E-61	"EGF, EGFR, NRG1, ERBB4, PIK3C2A"
pE2HE3_PI3K2	Cytoplasm	1.59E-16	"ERBB2, NRG1, ERBB3, PIK3C2A"
pHE3Ev3_PI3K2	Cytoplasm	1.76E-27	"NRG1, ERBB3, PIK3C2A"
pE1HE3_PI3K2	Cytoplasm	1.53E-15	"EGFR, NRG1, ERBB3, PIK3C2A"
pHE3E4_PI3K2	Cytoplasm	3.30E-44	"NRG1, ERBB3, ERBB4, PIK3C2A"
pHE3HE4_PI3K2	Cytoplasm	2.07E-59	"NRG1, ERBB3, ERBB4, PIK3C2A"
pE2HE4_PI3K2	Cytoplasm	3.32E-44	"ERBB2, NRG1, ERBB4, PIK3C2A"
pHE4Ev3_PI3K2	Cytoplasm	2.95E-55	"NRG1, ERBB4, PIK3C2A"
pE1HE4_PI3K2	Cytoplasm	2.57E-43	"EGFR, NRG1, ERBB4, PIK3C2A"
pE3HE4_PI3K2	Cytoplasm	3.06E-44	"ERBB3, NRG1, ERBB4, PIK3C2A"
pHE4E4_PI3K2	Cytoplasm	6.43E-72	"NRG1, ERBB4, PIK3C2A"
pHE4HE4_PI3K2	Cytoplasm	2.20E-87	"NRG1, ERBB4, PIK3C2A"
pHGF_Met_Met_PI3K2	Cytoplasm	7.72E-14	"HGF, MET, PIK3C2A"
pHGF_Met_HGF_Met_PI3K2	Cytoplasm	1.23E-27	"HGF, MET, PIK3C2A"
pPPrPPr_PI3K2	Cytoplasm	3.17E-42	"PDGFB, PDGFRA, PDGFRB, PIK3C2A"
pPPrPr_PI3K2	Cytoplasm	4.73E-39	"PDGFB, PDGFRA, PDGFRB, PIK3C2A"
pFFrFFr_PI3K2	Cytoplasm	7.49E-32	"FGF1, FGF2, FGFR1, FGFR2, PIK3C2A"
pFFrFr_PI3K2	Cytoplasm	1.94E-16	"FGF1, FGF2, FGFR1, FGFR2, PIK3C2A"
pIIrIr_IRS_PI3K2	Cytoplasm	9.68E-20	"IGF1, IGF2, IGF1R, PIK3C2A"
pINS_Isr_Isr_IRS_PI3K2	Cytoplasm	1.77E-17	"INS, INSR, PIK3C2A"
pIIrIrI_IRS_PI3K2	Cytoplasm	1.14E-38	"IGF1, IGF2, IGF1R, PIK3C2A"
pINS_Isr_Isr_INS_IRS_PI3K2	Cytoplasm	8.15E-35	"INS, INSR, PIK3C2A"
pEE1E2int_G2_SOS_RasD	Cytoplasm	9.51E-20	"EGF, EGFR, ERBB2, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1Ev3int_G2_SOS_RasD	Cytoplasm	3.89E-31	"EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E1int_G2_SOS_RasD	Cytoplasm	3.65E-19	"EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1EE1int_G2_SOS_RasD	Cytoplasm	8.56E-37	"EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E3int_G2_SOS_RasD	Cytoplasm	3.83E-20	"EGF, EGFR, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1HE3int_G2_SOS_RasD	Cytoplasm	1.99E-35	"EGF, EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E4int_G2_SOS_RasD	Cytoplasm	6.33E-48	"EGF, EGFR, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1HE4int_G2_SOS_RasD	Cytoplasm	6.82E-63	"EGF, EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE2HE3int_G2_SOS_RasD	Cytoplasm	2.51E-20	"ERBB2, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE3Ev3int_G2_SOS_RasD	Cytoplasm	3.82E-31	"NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pE1HE3int_G2_SOS_RasD	Cytoplasm	3.09E-18	"EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE3E4int_G2_SOS_RasD	Cytoplasm	6.71E-48	"NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE3HE4int_G2_SOS_RasD	Cytoplasm	4.21E-63	"NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE2HE4int_G2_SOS_RasD	Cytoplasm	1.50E-47	"ERBB2, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE4Ev3int_G2_SOS_RasD	Cytoplasm	2.21E-58	"NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE1HE4int_G2_SOS_RasD	Cytoplasm	1.78E-45	"EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE3HE4int_G2_SOS_RasD	Cytoplasm	6.23E-48	"ERBB3, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE4E4int_G2_SOS_RasD	Cytoplasm	3.49E-75	"NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE4HE4int_G2_SOS_RasD	Cytoplasm	1.20E-90	"NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHGF_Met_Metint_G2_SOS_RasD	Cytoplasm	6.98E-18	"HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS"
pHGF_Met_HGF_Metint_G2_SOS_RasD	Cytoplasm	1.11E-31	"HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS"
pPPrPPrint_G2_SOS_RasD	Cytoplasm	1.43E-46	"PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS"
pPPrPrint_G2_SOS_RasD	Cytoplasm	2.14E-43	"PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS"
pFFrFFrint_G2_SOS_RasD	Cytoplasm	1.16E-35	"FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS"
pFFrFrint_G2_SOS_RasD	Cytoplasm	2.63E-20	"FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS"
pIIrIr_int_IRS_G2_SOS_RasD	Cytoplasm	5.18E-23	"IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS"
pINS_Isr_Isr_int_IRS_G2_SOS_RasD	Cytoplasm	1.38E-20	"INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS"
pIIrIrI_int_IRS_G2_SOS_RasD	Cytoplasm	6.12E-42	"IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS"
pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	Cytoplasm	6.36E-38	"INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E2_G2_SOS_RasD	Cytoplasm	1.34E-18	"EGF, EGFR, ERBB2, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1Ev3_G2_SOS_RasD	Cytoplasm	5.48E-30	"EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E1_G2_SOS_RasD	Cytoplasm	3.70E-18	"EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1EE1_G2_SOS_RasD	Cytoplasm	8.67E-36	"EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E3_G2_SOS_RasD	Cytoplasm	5.40E-19	"EGF, EGFR, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1HE3_G2_SOS_RasD	Cytoplasm	2.80E-34	"EGF, EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E4_G2_SOS_RasD	Cytoplasm	8.89E-47	"EGF, EGFR, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1HE4_G2_SOS_RasD	Cytoplasm	9.59E-62	"EGF, EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE2HE3_G2_SOS_RasD	Cytoplasm	3.28E-18	"ERBB2, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE3Ev3_G2_SOS_RasD	Cytoplasm	4.98E-29	"NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pE1HE3_G2_SOS_RasD	Cytoplasm	4.35E-17	"EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE3E4_G2_SOS_RasD	Cytoplasm	8.76E-46	"NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE3HE4_G2_SOS_RasD	Cytoplasm	5.49E-61	"NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE2HE4_G2_SOS_RasD	Cytoplasm	1.96E-45	"ERBB2, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE4Ev3_G2_SOS_RasD	Cytoplasm	2.88E-56	"NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE1HE4_G2_SOS_RasD	Cytoplasm	2.50E-44	"EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pE3HE4_G2_SOS_RasD	Cytoplasm	8.13E-46	"ERBB3, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE4E4_G2_SOS_RasD	Cytoplasm	4.55E-73	"NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHE4HE4_G2_SOS_RasD	Cytoplasm	1.56E-88	"NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS"
pHGF_Met_Met_G2_SOS_RasD	Cytoplasm	9.11E-16	"HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS"
pHGF_Met_HGF_Met_G2_SOS_RasD	Cytoplasm	1.45E-29	"HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS"
pPPrPPr_G2_SOS_RasD	Cytoplasm	1.87E-44	"PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS"
pPPrPr_G2_SOS_RasD	Cytoplasm	2.79E-41	"PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS"
pFFrFFr_G2_SOS_RasD	Cytoplasm	1.52E-33	"FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS"
pFFrFr_G2_SOS_RasD	Cytoplasm	3.44E-18	"FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS"
pIIrIr_IRS_G2_SOS_RasD	Cytoplasm	1.63E-21	"IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS"
pINS_Isr_Isr_IRS_G2_SOS_RasD	Cytoplasm	3.03E-19	"INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS"
pIIrIrI_IRS_G2_SOS_RasD	Cytoplasm	1.93E-40	"IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS"
pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	Cytoplasm	1.39E-36	"INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS"
pEE1E2_PLCg_PIP2	Cytoplasm	2.69E-17	"EGF, EGFR, ERBB2, PLCG1, PLCG2"
pEE1Ev3_PLCg_PIP2	Cytoplasm	9.92E-29	"EGF, EGFR, PLCG1, PLCG2"
pEE1E1_PLCg_PIP2	Cytoplasm	6.69E-17	"EGF, EGFR, PLCG1, PLCG2"
pEE1EE1_PLCg_PIP2	Cytoplasm	1.57E-34	"EGF, EGFR, PLCG1, PLCG2"
pEE1E3_PLCg_PIP2	Cytoplasm	9.16E-18	"EGF, EGFR, ERBB3, PLCG1, PLCG2"
pEE1HE3_PLCg_PIP2	Cytoplasm	4.75E-33	"EGF, EGFR, NRG1, ERBB3, PLCG1, PLCG2"
pEE1E4_PLCg_PIP2	Cytoplasm	1.10E-45	"EGF, EGFR, ERBB4, PLCG1, PLCG2"
pEE1HE4_PLCg_PIP2	Cytoplasm	1.18E-60	"EGF, EGFR, NRG1, ERBB4, PLCG1, PLCG2"
pE2HE3_PLCg_PIP2	Cytoplasm	6.36E-17	"ERBB2, NRG1, ERBB3, PLCG1, PLCG2"
pHE3Ev3_PLCg_PIP2	Cytoplasm	8.46E-28	"NRG1, ERBB3, PLCG1, PLCG2"
pE1HE3_PLCg_PIP2	Cytoplasm	7.38E-16	"EGFR, NRG1, ERBB3, PLCG1, PLCG2"
pHE3E4_PLCg_PIP2	Cytoplasm	8.81E-45	"NRG1, ERBB3, ERBB4, PLCG1, PLCG2"
pHE3HE4_PLCg_PIP2	Cytoplasm	5.52E-60	"NRG1, ERBB3, ERBB4, PLCG1, PLCG2"
pE2HE4_PLCg_PIP2	Cytoplasm	2.66E-44	"ERBB2, NRG1, ERBB4, PLCG1, PLCG2"
pHE4Ev3_PLCg_PIP2	Cytoplasm	3.55E-55	"NRG1, ERBB4, PLCG1, PLCG2"
pE1HE4_PLCg_PIP2	Cytoplasm	3.09E-43	"EGFR, NRG1, ERBB4, PLCG1, PLCG2"
pE3HE4_PLCg_PIP2	Cytoplasm	8.17E-45	"ERBB3, NRG1, ERBB4, PLCG1, PLCG2"
pHE4E4_PLCg_PIP2	Cytoplasm	3.43E-72	"NRG1, ERBB4, PLCG1, PLCG2"
pHE4HE4_PLCg_PIP2	Cytoplasm	1.18E-87	"NRG1, ERBB4, PLCG1, PLCG2"
pHGF_Met_Met_PLCg_PIP2	Cytoplasm	8.24E-14	"HGF, MET, PLCG1, PLCG2"
pHGF_Met_HGF_Met_PLCg_PIP2	Cytoplasm	1.31E-27	"HGF, MET, PLCG1, PLCG2"
pPPrPPr_PLCg_PIP2	Cytoplasm	4.23E-42	"PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2"
pPPrPr_PLCg_PIP2	Cytoplasm	6.32E-39	"PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2"
pFFrFFr_PLCg_PIP2	Cytoplasm	1.71E-32	"FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2"
pFFrFr_PLCg_PIP2	Cytoplasm	1.17E-16	"FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2"
pIIrIr_IRS_PLCg_PIP2	Cytoplasm	2.22E-20	"IGF1, IGF2, IGF1R, PLCG1, PLCG2"
pINS_Isr_Isr_IRS_PLCg_PIP2	Cytoplasm	6.84E-18	"INS, INSR, PLCG1, PLCG2"
