Antibody	Genes	CTRL_0	PBS_1	PBS_4	PBS_8	PBS_24	PBS_48	EGF_1	EGF_4	EGF_8	EGF_24	EGF_48	HGF_1	HGF_4	HGF_8	HGF_24	HGF_48	OSM_1	OSM_4	OSM_8	OSM_24	OSM_48	IFNG_1	IFNG_4	IFNG_8	IFNG_24	IFNG_48	BMP2_1	BMP2_4	BMP2_8	BMP2_24	BMP2_48	TGFB_1	TGFB_4	TGFB_8	TGFB_24	TGFB_48
CD49b-M-V	ITGA2	-0.038308213	-0.042039193	-0.074150206	-0.195283776	-0.305863035	-0.248894695	-0.060509916	-0.094957079	-0.008795413	-0.04229078	-0.08442207	-0.01110003	-0.062666213	-0.136691351	-0.152314827	-0.188492182	0.00691765	-0.056763822	-0.032920329	0.041720775	-0.037808016	0.012903334	0.026965682	0.026545774	-0.155109134	-0.240743072	-0.00219475	0.052055043	0.204106587	0.055864299	-0.026559685	-0.030512409	0.082436329	0.340993625	0.686684386	0.421844795
cdc25C-R-V	CDC25C	-0.053305162	-0.012907494	-0.002237298	0.18726331	-0.425827209	-1.530070103	-0.043963981	-0.055200432	-0.040821872	0.273939602	0.341702201	-0.010776507	-0.011290329	0.106013785	0.074793901	-0.203429837	0.024408218	0.003347698	0.147725502	0.367952414	0.04958454	0.015733001	-0.002408586	-0.068848139	0.018579933	0.056556197	-0.051627273	-0.030243609	0.062398745	0.023482937	0.089995021	-0.012116042	-0.017745995	0.108790065	-0.187980797	-0.04423269
Cdc2_pY15-R-C	CDK1	-0.054520205	0.03711838	0.025083242	-0.050955765	-0.630316029	-0.55983223	0.063789378	0.051181445	0.02252972	0.181781878	0.15531947	0.126556823	0.089318771	0.036874573	-0.147426125	-0.397639585	0.164039427	0.100454043	0.039195876	0.149773961	-0.395296588	0.094341128	0.099423184	0.034601397	0.090790536	-0.375793936	0.132984073	0.04312388	-0.001637682	-0.126350234	-0.177518615	0.178885296	0.147833157	0.152016954	-0.332432883	-0.103079325
CDK1-R-C	CDC2	-0.130685722	-0.029505676	0.135971804	-0.085014754	-2.067070969	-3.080219106	-0.15307487	0.115108928	0.104634537	0.615246743	0.590983197	-0.031129186	0.169811338	0.139599954	-0.173927555	-0.731261217	-0.027871746	0.23401272	0.183299134	0.159943259	-0.853412629	-0.113074455	0.099203716	0.144511349	0.187204225	-0.594050195	-0.13149944	0.063356807	-0.033286046	-0.010901312	-0.036675794	-0.009059755	0.063120246	0.060840903	-0.556691923	0.121721658
Chk1-M-C	CHEK1	0.032946844	0.123432567	-0.294126148	0.032131639	-0.695802477	-1.075905096	-0.240322647	0.069432041	0.108791599	-0.097374744	0.286752623	0.124919001	0.123864809	0.039684132	-0.085948969	-0.400399302	0.121929506	0.136796185	0.124358899	0.263263134	-0.405107159	0.064434015	0.111542244	0.033271937	0.219031189	-0.443549507	0.093830851	0.082200812	0.038732361	-0.008330149	-0.079155475	0.154729275	0.144884361	0.222145208	-0.160272423	-0.095643693
Chk1_pS296-R-V	CHEK1	0.055408107	0.075356089	0.119062096	0.094347487	-0.048478117	0.084891228	0.04355905	0.088122115	-0.012002773	0.02048104	-0.050959813	-0.009382978	0.075101376	0.017312306	-0.070345058	-0.133397322	0.014519927	0.099024443	-0.023138235	-0.041383382	-0.084732249	0.052336727	0.013804603	-0.01596663	-0.223651333	-0.09801889	-0.045096309	-0.004561771	-0.027442682	-0.062449843	-0.116874987	0.029970606	0.045895843	-0.026870089	-0.138293831	-0.084238452
Chk2-M-V	CHEK2	0.00577924	0.012416402	0.028444175	0.01052095	-0.081643893	-0.127050222	0.001992366	-0.026463872	-0.031808862	-0.032028087	0.114695425	0.051945646	0.034958733	-0.054467389	-0.036044178	-0.006709377	0.057688355	-0.018703735	0.007862033	0.021144008	0.068041974	0.067291678	0.011501492	-0.033690551	-0.012522243	0.155760885	0.011331238	0.031637242	-0.003892998	-0.170808555	9.41E-05	0.011700385	0.012284441	-0.038780821	-0.205057733	-0.250364485
Chk2_pT68-R-C	CHEK2	-0.137098778	-0.306968608	-0.31459118	-0.275938849	-0.518997771	-0.29194749	0.038177943	-0.042724791	0.030782021	0.03072238	-0.05670376	-0.058011558	-0.077971671	-0.095630757	-0.189170301	-0.360400096	0.012503959	-0.03739827	0.038194517	0.181271367	-0.068152813	0.033925951	0.084199706	0.145540434	-0.086332324	-0.130054927	0.054386163	0.056465047	0.094959616	0.111374353	0.126257554	0.081294213	0.290551092	0.622433837	0.864679848	0.617858615
c-IAP2-R-C	BIRC3	-0.071822628	-0.049845789	-0.062030857	-0.063428975	0.084969494	0.259085955	-0.126736557	-0.08769643	-0.093964611	-0.093036322	0.029693567	-0.135331574	-0.087752021	-0.094256808	0.012926284	0.133821278	-0.092010184	-0.092207936	-0.020258169	-0.031613944	0.043189424	-0.077611078	-0.044696414	0.038523981	0.407989746	0.664386211	-0.099475866	0.028954198	-0.107124626	-0.062991256	0.034429561	-0.136078107	-0.121762343	-0.144550899	-0.056058068	-0.098572418
c-Jun_pS73-R-V	JUN	0.040468904	0.03678335	0.044554544	0.078207477	0.166649714	0.162131481	0.073520596	0.051452798	0.039495972	0.169963885	0.122132842	0.005559051	0.02480753	0.037334643	0.036218311	0.176930654	-0.047001973	0.028225984	-0.038198082	0.065320366	0.181567637	0.033712572	-0.048896623	-0.009881383	0.079673604	0.200061241	0.018483789	-0.022237324	-0.041507903	0.104218039	0.132638856	0.06611752	0.009088166	-0.026958988	-0.038908394	0.034550535
c-Kit-R-V	KIT	-0.015176108	-0.050734765	-0.044658546	-0.020086587	0.026595322	0.097468932	-0.005416214	-0.086062912	-0.013037905	0.016042931	0.045893279	0.076126236	-0.008423723	-5.93E-03	0.012845242	0.035072831	-0.034011961	-0.053053893	0.010000448	0.0114179	0.055789387	0.035947669	-0.004734573	-0.018509448	0.121656222	0.111355295	0.007330525	0.038439877	-0.003134556	-0.044366266	0.12069804	-0.004111273	-0.007515167	-0.022752678	0.039910074	-0.001862854
Claudin-7-R-V	CLDN7	-0.225694069	-0.105043946	0.020490324	0.155836982	0.69894392	0.586599225	-0.189843838	-0.052082054	0.078702276	-0.159390498	-0.024273245	-0.193270704	-0.000209241	0.080784448	0.396972913	1.227396124	-0.120384724	-0.06774177	-0.013299274	-0.334321399	-0.196415516	-0.217146116	-0.041442828	0.04228744	-0.434730854	-0.463569399	-0.168462042	-0.006567663	-0.031062885	-0.164083639	-0.219566441	-0.2404801	-0.070090879	-0.02478602	-0.401746172	-0.745353394
c-Myc-R-C	MYC	0.209574972	-0.025787837	-0.343808998	-0.225849504	-0.309700582	-0.3228342	0.040451082	0.077182739	0.183246918	0.338049765	0.386659202	0.060634944	-0.107868906	0.124704805	0.157663186	-0.031220898	0.17462008	0.143270633	0.245092616	0.174783305	-0.076281228	0.083832418	0.011968389	0.061090737	0.139431508	-0.560256041	0.040915791	-0.224962468	-0.08613002	-0.005319033	-0.082199027	0.140154766	-0.382048843	-0.397331459	-0.614333996	-0.504417667
COG3-R-V	COG3	-0.040026337	-0.007030079	-0.014877582	-0.018704562	-0.029999609	-0.009794588	-0.058925153	-0.088274393	-0.046668259	-0.077623108	-0.043328716	-0.049834778	-0.069264895	-0.065377891	-0.014277905	-0.042469092	-0.083986611	-0.071906263	-0.003345406	-0.105719197	-0.094264812	-0.068159717	-0.035048023	-0.064247243	-0.09317053	0.074530274	-0.054370465	-0.062827123	0.018506407	-0.034375249	0.031579604	-0.075683615	-0.042150383	0.00471243	0.092278843	0.152303256
Collagen-VI-R-V	COL6A1	-0.129813163	-0.420232867	-0.634763918	-0.632580385	-0.257963877	-0.148219271	0.188831999	0.065539158	-0.018104953	-0.328678583	0.201300751	0.115812453	0.144339862	0.226124667	0.105350942	0.296016596	-0.052740529	0.227945356	-0.096679478	0.001439729	0.537579473	0.061845299	-0.051365393	0.095989152	-0.321679533	0.112252034	0.184263098	0.055158811	0.042644691	-0.046478895	-0.044791742	0.124138963	0.19987246	0.008384665	-0.341891747	0.467710903
Connexin-43-R-C	GJA1	0.049260526	0.216245609	0.34708611	0.212569466	0.247838421	0.59408047	0.034841213	-0.085808621	-0.052211149	0.058916474	-0.158168183	-0.113677177	-0.004687956	0.004030116	-0.026386474	0.064474605	-0.017545614	0.010101208	-0.064179128	0.612037976	3.438948378	-0.050654421	0.075289614	-0.039816489	-0.255511395	-0.296700782	0.043492353	-0.032947125	-0.187932562	0.262341086	0.03196399	-0.066106724	-0.009707516	-0.185284543	-0.092334336	-0.325539287
Cox2-R-C	CMC2	-0.067219772	-0.04684385	-0.024691507	-0.094031629	-0.139939702	0.061331709	-0.084635177	-0.063717145	-0.081455131	-0.108726212	-0.18984607	-0.059920348	-0.054361443	-0.075654808	-0.11201877	-0.191354212	-0.08583796	-0.057862503	-0.052996773	-0.047553876	-0.155890469	-0.096756833	0.011697477	0.157148809	0.18571274	-0.011398333	-0.021716853	-0.040297008	-0.003950804	-0.073408198	-0.086810398	-0.120237411	-0.044643779	0.025397218	0.327984896	0.363551032
Cox-IV-R-V	COX4I1	-0.138303768	-0.089270955	-0.13662459	-0.093558916	0.235165879	0.281102845	-0.105618659	-0.09844715	-0.073794992	-0.151428353	-0.06573009	0.066088332	-0.037989135	-0.028312109	0.042387006	0.166151969	-0.104976511	-0.137833682	0.080960364	-0.195505449	-0.210474551	-0.080852472	-0.059743394	-0.010232696	-0.049466704	-0.112585932	-0.081138819	0.116106355	-0.031212031	-0.184790433	-0.022696963	-0.099672158	-0.113751828	-0.051235831	-0.192730358	-0.202660799
C-Raf-R-C	RAF1	-0.052839285	-0.024180512	-0.052668942	-0.057720744	0.071132621	-0.056604559	-0.063821425	-0.071801322	-0.049832904	0.044414611	0.133601845	-2.62E-05	-0.045184495	-0.012796271	0.037816568	0.134308616	-0.028568274	-0.047727721	0.004501002	0.041625572	0.118677201	-0.058080517	-0.042398194	-0.055596798	0.111548902	0.175438645	-0.067183678	-9.52E-03	-0.009127217	0.094042738	0.215205498	-0.070019698	-0.083123198	-0.02877752	0.067631467	0.179970454
C-Raf_pS338-R-V	RAF1	0.122921062	-0.577453559	-0.392566626	-0.50679048	-0.762951423	-0.647685199	0.228670763	0.218634647	0.30441943	0.38061076	0.014902747	-0.042536862	-0.138374246	-0.061240487	-0.154904048	-0.554235776	0.17025255	0.032211316	0.116081278	0.153194498	-0.393207845	-0.010235912	0.21230732	0.243510678	0.265605631	-0.281423845	0.067562853	0.012942713	0.14284683	0.295042013	0.131715216	0.073609745	0.120721696	0.309495172	0.538290742	0.387315332
Creb-R-C	CREB1	0.002329382	0.053104741	0.101973647	0.073605643	0.052563865	0.190692102	-0.011032031	-0.018279148	-0.045842113	-0.07364762	-0.070012553	-0.029718602	-0.001968991	0.010429578	-0.048373545	-0.037926319	-0.058190349	0.003777634	-0.017271634	-0.090602136	-0.038327008	-0.014969561	-0.032381602	-0.009950328	-0.128306971	0.005504597	-0.013006779	-0.068775998	-0.03445967	-0.05873146	-0.075993947	-0.040579104	-0.014599702	-0.012460369	-0.0605345	-0.028106421
Cyclin-B1-R-V	CCNB1	-0.292275575	-0.145375441	-0.095089104	-0.178368061	-2.388473141	-4.009540386	-0.116605319	0.171533969	0.127691802	0.652314058	0.682285919	-0.030158994	0.123497425	0.104953885	-0.051149092	-0.867620217	0.059122713	0.169666978	0.172393742	0.337551756	-0.745032791	-0.001436459	0.261486758	0.202929453	0.463489301	-0.56245349	-0.075891153	0.157021534	0.083560912	0.007536383	-0.027618422	0.102861176	0.229709796	0.409602662	-0.35014297	0.100572908
Cyclin-D1-R-V	CCND1	0.045821699	0.040119425	0.051683107	0.107692855	0.136022235	0.432510609	-0.102448708	-0.073054772	-0.083530231	-0.203907181	-0.307544978	-0.023855704	-0.066398533	-0.10175086	-0.177352634	-0.174038265	-0.010158192	-0.11976106	-0.016291834	-0.20733191	-0.087893901	-0.021746697	-0.026063661	-0.081352623	-0.155741404	-0.142045839	-0.059922283	-0.005209237	-0.040490149	-0.226816903	-0.199978291	-0.153233173	-0.014747284	-0.096160462	-0.03143412	-0.125551154
Cyclin-D3-M-V	CCND3	0.094794626	0.060143493	-0.084718814	-0.165291905	-0.587469447	-0.679644677	0.046992906	-0.050410881	0.042418232	0.002998513	-0.117973969	0.074955288	-0.035645015	-0.068867918	-0.244660506	-0.451396454	0.193705773	-0.018704116	0.063389378	-0.123259334	-0.59886198	0.110123717	0.098071035	0.25839932	0.207074662	-0.837783576	0.105482714	0.011660771	0.07219632	0.106071302	0.190492892	0.102205484	0.096725942	0.285778856	0.6197133	0.413119577
Cyclin-E1-M-V	CCNE1	0.045589585	0.11274925	0.120806397	0.016700869	0.062220242	-0.052409834	0.032129209	0.006832324	0.008750132	-0.072815345	-0.096947703	-0.034919519	0.045800328	0.01528819	0.089651479	0.039046142	0.019284585	-0.000356513	-0.079163433	-0.091235414	-0.161274573	-0.04295435	0.016304223	-0.084346131	-0.093877948	-0.203304195	0.053835717	0.017841731	0.078577802	0.051377877	0.0077818	-0.034968126	0.016905284	0.078395113	0.129966493	0.16954504
Cyclophilin-F-M-V	PPIF	-0.219695062	-0.074831555	-0.069329586	0.041897423	0.204008709	0.238106283	-0.16711297	-0.077454471	-0.038750291	0.201643664	0.262953092	-0.085838027	-0.105268562	0.051673054	0.204245775	0.200137563	-0.043695088	-0.113128075	0.146329973	0.188676724	0.345684069	-0.055992253	0.055331083	0.098537545	0.336644881	0.562906511	-0.118013412	0.052351451	0.046766421	0.008140389	-0.160574103	-0.178348381	-0.1470781	0.088334008	0.086645665	-0.192663958
D-a-Tubulin-R-V	TUBA1A TUBA1B TUBA1C TUBA3C TUBA3D TUBA3E TUBA4A TUBA8	0.21462869	0.204467133	0.220928399	0.212350144	0.245395115	0.365160935	-0.005193977	0.064852173	0.0267811	-0.100692864	-0.357724227	0.109484482	0.056849649	0.005728337	-0.026824144	-0.116660857	-0.051377428	-0.062737684	-0.040757062	-0.1766897	-0.224480722	0.029582063	-0.003453082	0.028447915	-0.196090354	-0.132404963	0.072193667	0.048356714	0.045990711	-0.109675205	-0.236761881	-0.052263789	0.023054801	-0.100567555	-0.147325243	-0.259146687
DJ1-R-V	PARK7	-0.034901991	-0.009028345	-0.005207001	0.019469719	0.216322071	0.142444741	-0.104719006	-0.013674396	-0.024040159	-0.088882202	-0.056481738	-0.02217831	-0.027058798	0.023631072	0.100384391	0.255509274	-0.060170514	-0.082339887	-0.017640361	-0.057747842	0.004647743	-0.06781928	-0.063344236	-0.022456958	-0.097809072	0.057619945	-0.038995536	-0.019254834	-0.028306716	-0.009133525	0.015817241	-0.0837727	-0.088229081	-0.075934346	-0.029122415	-0.013355203
DM-Histone-H3-R-V	HISTH3	-0.101919202	-0.057687685	-0.002074143	0.016778248	0.21996406	0.597745525	-0.068005637	-0.025031411	0.019378371	-0.080458342	-0.12852663	-0.104440278	0.020258756	0.060773315	-0.016750277	-0.054895375	-0.134363018	-0.003337327	-0.015315813	-0.088989506	-0.075352286	-0.070122391	-0.094055209	0.02828682	-0.118803963	0.039620374	-0.022054005	-0.102811537	-0.028890775	-0.039797119	-0.143874899	0.011733409	0.027009612	-0.0270811	-0.135033159	-0.139695962
DM-K9-Histone-H3-R-C	H3K9ME2	-0.050375347	-0.04017596	-0.023868864	-0.013304891	0.088939877	0.345263494	-0.051544527	-0.064357326	-0.039037881	-0.055880464	-0.007208902	-0.039723733	-0.039522588	-0.038982395	-0.004268295	-0.02841071	-0.055871361	-0.071753217	-0.001985889	-0.057028616	-0.002662791	-0.068659848	-0.05991819	0.000223379	-0.034685392	0.107046573	-0.027801164	-0.032131781	-0.013839868	-0.042283617	0.033561687	-0.046155312	-0.0434906	-0.080895734	-0.090054511	-0.076768097
DUSP4-R-V	DUSP4	0.058271442	-0.144256287	-1.793901494	-1.844140655	-2.868657482	-2.606263252	0.075589752	0.23041764	0.43208093	0.261720357	-0.000296417	0.168411051	-0.673198487	-0.431307125	-0.803410623	-1.739132991	0.249442433	-0.473396364	-0.139147395	-0.411264169	-2.155819957	0.190098923	0.26359476	0.230628467	0.15362205	-1.156808137	0.16881795	0.267558636	0.279497226	0.152644127	-0.064021135	0.267731514	0.533170742	0.841319122	0.999651469	0.660658062
E2F1-M-V	E2F1	0.016617788	0.08566599	0.107601221	0.081380468	0.009964115	0.038946415	0.043760259	0.017658995	0.00895712	-0.013239177	-0.101154916	-0.019344487	0.038233816	0.052651208	-0.01360714	-0.152412287	-0.012355851	0.058860469	-0.033303553	0.032811588	0.01847658	0.02575946	-0.037695721	0.023921923	-0.055794477	-0.019799261	0.006079316	-0.023808701	-0.010487152	0.011616277	-0.095196421	-0.000468801	0.041797089	0.009050185	-0.034685409	-0.009360053
E-Cadherin-R-V	CDH1	0.133348241	0.189716019	0.169987222	0.189782994	0.405033571	0.228816514	0.037498264	0.063303967	0.041557079	-0.030383078	-0.059039375	0.074897095	0.038204579	0.03653358	0.185181889	0.463973535	-0.006765671	0.044522873	-0.038473966	-0.234461309	0.060655097	0.02131183	0.004464401	-0.009220477	-0.261571154	-0.551662083	0.022572158	0.049574711	0.019990487	0.211637803	0.092049645	0.033484318	-0.005665562	0.055725531	0.215591678	0.088984778
eEF2-R-C	EEF2	-0.150686025	-0.048471505	-0.096408181	-0.165440988	-0.221279374	-0.389318605	-0.104790195	-0.109563109	-0.051721349	0.184952741	0.213934703	-0.043764606	-0.107987738	-0.082536117	-0.041003472	0.419880297	-0.049458382	-0.076916836	0.0429356	0.102227337	0.043690946	-0.155764894	-0.058500431	-0.00658433	0.220082752	0.149864734	-0.122468958	-0.045902006	0.001089671	0.089574223	0.313245809	-0.10378548	-0.075871202	0.021672818	0.177179536	0.450640444
eEF2K-R-V	EEF2K	-0.056719963	0.036027966	-0.003053275	0.064428095	0.272520047	0.043840244	-0.061627698	-0.048200698	-0.079582601	-0.023504895	0.13557894	0.011711415	0.003662012	0.024921997	0.230689752	0.417151119	-0.065780644	-0.062093152	0.073088777	0.225432179	0.401519502	-0.042794463	-0.050161656	-0.010523392	0.261677929	0.340897554	-0.057349866	-0.005520927	-0.065159587	-0.02526321	0.010380866	-0.097039809	-0.107490273	-0.091848878	-0.193152772	-0.015871036
EGFR-R-V	EGFR	0.028683452	0.094474712	0.212593266	0.326253351	0.372007741	0.149846976	-0.086216227	-0.207421931	-0.168627789	-0.180286685	-0.338669531	0.106579598	0.247728747	0.411774758	0.744383041	0.899057924	0.143029464	0.226889139	0.338269053	0.597080856	0.646933823	-0.106748223	-0.239609327	-0.37338289	-0.697745783	-0.874531035	-0.075029732	-0.178839023	-0.121836639	0.058768484	-0.060743923	-0.058859711	-0.174128092	-0.133734367	-0.252254076	-0.342659389
EGFR_pY1173-R-V	EGFR	-0.019859895	-0.054599858	-0.211164228	-0.093214601	-0.155325599	-0.118264245	0.18162435	0.025673891	0.04145084	-0.030204375	-0.037020901	-0.062699911	-0.068973395	-0.121549457	-0.149133185	-0.116168421	-0.053937642	-0.092456392	-0.113153782	-0.10374404	-0.039668007	0.143273946	0.030351053	-0.008160401	-0.066843381	-0.03398025	0.150012591	-0.040801349	0.018258368	0.022411853	0.048002296	0.155875811	0.028684142	0.062766209	-0.083655483	-0.119398195
eIF4E-R-V	EIF4E	-0.03198474	-0.004515339	-0.045771385	-0.018935687	0.111592966	-0.019812423	-0.029614185	-0.014564158	-0.02199295	0.135833897	0.128745346	0.064831817	0.009070852	0.025396927	0.091592944	0.148722953	-0.032270814	-0.04458816	0.04386896	0.110789327	0.050762757	-0.021151019	-0.052697234	-0.018424897	0.093023957	0.12311836	-0.019855026	0.029073871	-0.01152751	0.117035885	0.160317879	-0.0272475	-0.045884428	0.01404093	0.01415012	0.016434589
eIF4E_pS209-R-V	EIF4E	-0.015754379	-0.011762946	-0.079470281	-0.042060875	-0.135403066	-0.25553361	0.061836936	-0.040137383	-0.037645243	-0.045667457	-0.026988496	0.029204938	-0.092523483	-0.092349633	-0.061512669	-0.015004181	0.148213958	-0.099198402	-0.040463997	-0.106000848	-0.250293195	0.089476996	0.037723763	0.008746139	0.083769977	-0.010129434	0.065969503	-0.036090431	-0.020119689	-0.030654559	0.008090049	0.069719343	-0.073751554	-0.037980194	-0.080346991	-0.17066956
eIF4G-R-C	EIF4G1	-0.140403338	0.017642695	-0.032713703	-0.130520332	-0.154954964	-0.543436365	-0.110504919	-0.045618872	0.01255371	0.305733872	0.326724821	-0.044470353	-0.000609677	0.023507182	0.159553989	0.124408507	-0.053672126	0.002434214	0.055842525	0.269895885	0.167407202	-0.196722071	-0.028903397	-0.044985952	0.323107194	0.236290851	-0.104084804	-0.009998638	-0.047708565	0.316662646	0.309417469	-0.035286118	-0.048301523	0.01904874	0.182378507	0.284875893
Elk1_pS383-R-C	ELK1	0.054196513	-0.038229399	0.097601688	0.016986419	-0.049534812	-0.044416222	0.029236399	0.079128444	0.058171813	-0.025191788	-0.051453366	0.012978293	0.04617531	0.010760278	-0.031159106	-0.075153137	0.048008125	0.07018392	0.017116255	-0.027383424	-0.021542844	0.061929967	0.048308168	-0.015488085	-0.079857905	-0.00413145	0.039283456	0.008574429	-0.019060525	-0.046681258	0.015035187	0.05886654	0.050967921	0.049188028	-0.083674488	-0.060699626
EMA-M-C	MUC1	0.02666196	0.039775776	-0.125486529	-0.055140297	0.502444518	0.658240392	0.052672311	0.042782702	0.072318181	-0.799348038	-0.600552172	0.075861513	-0.075404164	-0.032549002	0.001658833	0.771886496	0.066360502	0.008842349	0.659641053	1.0410053	1.563022067	0.099414638	0.335013456	0.698264508	1.405302533	1.384871975	0.107745399	0.182800238	0.00597371	-0.898044895	-1.606801269	0.066097206	0.079207474	0.037829482	-0.938799016	-0.850324713
ENY2-M-C	ENY2	0.148943393	0.16916315	0.186495898	0.118469268	0.091558335	0.043455875	0.042489267	0.015886838	-0.011611574	0.033856177	-0.09581769	0.079239817	0.00481089	0.006946398	0.008057705	-0.104446604	0.03391842	0.031875939	0.040010156	-0.036685601	-0.077530646	0.036708859	0.042391021	0.028689575	-0.023635127	-0.280626661	-0.021896382	0.039734677	0.031217821	-0.045109287	-0.154615553	0.032996273	-0.053454718	0.049253502	-0.094149331	-0.329175589
ER-R-V	ESR1	0.050881391	0.109174001	0.131785212	0.110101805	0.036217464	0.158691179	0.012761326	-0.019301746	-0.037148781	-0.087198414	-0.12780139	-0.006720558	-0.004665738	-0.025635611	-0.055015601	-0.143124777	-0.028563116	-0.017581405	-0.021974095	-0.065925623	-0.08820415	0.005347373	-0.055107709	0.019664875	-0.126625103	-0.03761421	0.034172747	-0.012236736	-0.01749078	-0.078647997	-0.060963462	-0.075395704	-0.008472799	-0.023414045	-0.093860226	-0.097293933
ER-a_pS118-R-V	ESR1	0.045931983	0.012099851	0.117832173	0.088957547	0.013258474	0.009020204	0.073706051	0.037146632	0.024496542	0.011633471	-0.001516356	0.126866283	0.06626416	0.041658358	-0.038418684	-0.034580492	0.070825342	0.027788698	-0.019467699	-0.003761215	0.043724053	0.099315045	0.008900914	0.023027424	-0.015245797	0.090575782	0.094846293	0.033052097	0.022263159	-0.069726377	-0.019133654	0.083214645	0.033194762	0.047627353	-0.052566495	-0.060128091
ERCC1-M-V	ERCC1	0.053211035	0.006637336	0.022565116	-0.047072356	-0.183826781	-0.133112158	-0.000628504	0.01168954	0.039495167	0.028970897	-0.1303966	0.024091508	0.028911339	-0.055309429	-0.132748599	-0.138114901	0.03421073	-0.002045119	-0.008918926	-0.059377774	-0.185707512	0.042637455	0.018079439	0.075926825	0.101763691	-0.058641608	0.010213728	0.03012446	0.03347627	0.044603582	-0.09758455	0.0281767	0.035898588	0.08696304	0.004981499	-0.18889921
ERCC5-R-C	ERCC5	-0.117993529	0.014041534	-0.039188448	-0.046780677	-0.01464526	-0.33947456	-0.082556211	-0.07724413	-0.031712451	0.029685135	0.006652519	-0.043022119	-0.054399672	-0.006863429	-0.003302533	0.0515747	-0.050240793	-0.033311274	0.025656764	-0.010387981	-0.017818658	-0.083214881	-0.029467086	-0.017032133	0.015496926	0.055043792	-0.089998002	-0.027346269	0.016977807	0.078705862	0.030939836	-0.077115327	-0.076534209	0.005378915	-0.01289496	-0.051716456
Ets-1-R-V	ETS1	-0.009796055	0.030543784	0.002904496	-0.031143608	-0.016655775	0.109485653	0.000448523	-0.038662521	-0.040308917	-0.069206398	-0.116433171	0.019339419	-0.012625958	-0.049917405	-0.151561541	0.197574367	0.015333993	-0.030475744	-0.022703733	-0.030479532	-0.040356625	0.028889299	0.007956358	0.036625994	0.085032429	0.026384885	0.012230174	-0.007607816	-0.020401736	-0.078080771	-0.046568091	0.026048952	0.014413537	0.011679249	0.062157738	-0.01940713
FAK-R-C	PTK2	-0.074498856	-0.062852498	-0.03630154	-0.078669133	-0.050595197	-0.076834423	-0.091850561	-0.104151128	-0.076011172	-0.101388756	-0.035061862	-0.055074095	0.004471091	-0.077471698	-0.095670768	0.000724663	0.024527584	-0.116132553	-0.050522156	-0.211580911	-0.103059144	0.026554964	-0.006437363	-0.057695077	0.083024921	0.277805696	-0.024841176	0.003151665	0.037801721	-0.091068905	0.212779024	-0.080976716	-0.07419151	-0.071819765	0.049685035	0.227640662
FAK_pY397-R-V	PTK2	0.558250973	0.202998946	0.253884032	0.206347349	-0.260027657	-0.029993583	0.173735024	0.172507279	0.288547823	0.184391801	0.507904545	-0.02600035	-0.00356179	-0.012543564	-0.084102608	0.21230324	-0.151901486	-0.197879081	-0.150649344	-0.383469337	0.145948081	-0.400793033	-0.397290485	-0.469337552	-0.622332354	-0.277612366	-0.369699313	-0.232391739	-0.140848373	-0.209861731	0.60971868	-0.504628136	-0.205956868	0.098279667	0.563547089	1.032320297
FASN-R-V	FASN	0.062019216	0.141705129	0.006544616	0.037067815	-0.120036638	-0.291957264	0.025937807	0.018629611	-0.005661319	0.069292874	0.365116979	0.055045077	0.049310611	0.01906054	0.084082228	0.141569836	0.061052773	0.065130471	0.023133325	0.070781126	0.086430626	0.017602396	0.016880286	-0.056671732	0.081715308	0.136394423	0.06338318	0.04139232	-0.045532581	0.121396398	0.260370266	0.043616868	0.009443722	0.028630076	0.062041638	0.240229435
FoxM1-R-V	FOXM1	-0.155390331	-0.11605121	0.028098825	0.059431473	-0.965986177	-1.089455337	-0.072624916	0.029645879	0.030863727	0.292915392	0.329604004	-0.043130505	0.087576144	0.126272219	-0.0893902	-0.407875523	-0.022356029	0.150869855	0.07697668	0.11071509	-0.4570601	-0.072907981	0.049323696	0.023468695	0.123018217	-0.3159877	-0.059807324	0.010207513	0.022384755	-0.034558447	-0.051712196	0.014340583	0.107073217	0.139537493	-0.401085997	-0.120646318
FoxO3a-R-C	FOXO3	0.018548897	0.07011782	0.099737729	0.077128591	0.204878979	0.416468768	0.04073556	0.015360707	-0.013145963	-0.050272402	-0.130258197	0.014170136	0.021484554	0.008708359	0.083720788	0.077826871	-0.007345783	0.014375988	-0.052659547	-0.236752887	-0.107604146	-0.005402684	-0.016860182	-0.015842368	-0.172568618	-0.05247373	0.00674768	0.022037181	-0.012315619	0.12627006	0.089358878	0.035944365	-0.02320649	-0.074321921	-0.03452276	-0.078695222
FoxO3a_pS318_S321-R-C	FOXO3	0.081473031	-0.017381808	0.05159043	0.104300485	0.188300313	0.290662556	0.09521129	0.050623487	0.021619162	-0.004133537	0.067735168	0.088904124	0.077210742	0.046636964	0.118520886	0.181792881	0.058730909	0.008503161	-0.125222187	-0.09799532	0.020419586	0.085048206	-0.0103812	-0.044402661	-0.126761906	0.109938231	0.071899862	-0.034297076	-0.002127511	0.025994759	0.087817231	0.070579291	0.01391552	0.0128749	-0.075466114	-0.03552493
